issue_key,issue_type,project_key,created,time_add_to_sprint,creator,priority,original_summary_sprint,original_description_sprint,original_acceptance_criteria_sprint,original_story_points_sprint,num_comments_before_sprint,num_changes_text_before_sprint,num_changes_story_point_before_sprint,time_until_add_to_sprint,num_changes_summary_description_acceptance_sprint,num_different_words_all_text_sprint,is_change_text_num_words_5,is_change_text_num_words_10,is_change_text_num_words_15,is_change_text_num_words_20,num_issues_cretor_prev
MCOL-4814,Task,MCOL,2021-07-15 17:22:17,2021-07-15 19:31:56.000,JIRAUSER48434,Blocker,Enable CS build with LZ4 compression only by build flag,,,,1,0,0,129.65,0,0,0,0,0,0,0
MXS-3037,New Feature,MXS,2020-06-12 08:12:02,2021-10-11 08:45:34.000,JIRAUSER41296,Major,show detail processlist like at mariadb,"on mariadb when i need check what are query is running on mariadb instance.
i can see with SHOW PROCESSLIST or select to information_schema.processlist.

But after mariadb connect to maxscale i can't see process  list like that.

any advice ?",,,6,0,0,699873.5333333333,0,0,0,0,0,0,0
MXS-3613,New Feature,MXS,2021-06-15 10:05:01,2021-10-11 09:04:52.000,<markus.makela,Major,Support PS with metadata skip (i.e. MARIADB_CLIENT_CACHE_METADATA),Add support for the MARIADB_CLIENT_CACHE_METADATA capability added in 10.6.,,,1,2,0,169859.85,0,0,0,0,0,0,0
MXS-2662,New Feature,MXS,2019-09-05 11:03:20,2022-05-10 08:53:58.000,toddstoffel,Major,KMIP Binlog Data At Rest Encryption,"* Add data-at-rest encryption to the binlogrouter
* Make it possible to use KMIP to retrieve encryption keys
* Add support (or at least make it easy to do in the future) for other key management systems (e.g. Hashicorp Vault)",,,1,0,0,1408190.6333333333,0,0,0,0,0,0,0
MCOL-5044,New Feature,MCOL,2022-04-06 12:00:52,2022-05-27 16:42:31.000,drrtuy,Major,Improve PP thread pool with a fair scheduler,"PP now uses PriorityThreadPool(PTP) that has 3 priority queues and supports Job re-scheduling(can happen if there is no space to service a primitive job request from EM).
PTP doesn't equally distribute computation resources b/w primitive jobs that belongs to different queries so that the variance of query timings is linear to number of simultaneous queries.
The suggestion is to implement a scheduling component that will try to fairly process mentioned primitive jobs.     ",,,2,0,0,73721.65,0,0,0,0,0,0,1
MXS-4161,New Feature,MXS,2022-06-07 20:36:41,2022-09-12 09:47:26.000,JIRAUSER40844,Major,MaxScale Allocated Memory Usage Estimation,"While MXS-3822 will tackle showing customers the current memory usage MaxScale is causing, we should also add an additional feature which shows customers ""allocated"" memory usage. This would be more of an estimate, but would give users direct feedback on how their MaxScale configuration creates the potential for memory usage.

For example, we know that {{query_classifier_cache_size}} is pretty straightforward. We also know that each thread spawned by {{threads=N}} has its own cache which comes with it. We should be able to show a worst-case estimate of memory usage based on this information.

h2. Why?
MaxScale has many automatic configuration parameters (such as {{threads=auto}} or {{query_classifier_cache_size}} defaulting to 15% of detected memory). In most cases, these work well and set sensible defaults. However, in some cases other factors obstruct MaxScale's ability to properly detect underlying resources and default memory allocation can be overzealous. This behavior is non-obvious to most customers, and because MaxScale does not immediately use these memory allocations when it first starts up, many customers end up complaining about ""memory leaks"" or other ""memory problems"" as connections come in and MaxScale begins actively using the memory its configurations allow it to.

By showing customers clearly what MaxScale is configured to use, it will clue customers immediately in when something is wrong at a configuration level, so instead of customers immediately assuming a leak or other problem is occurring, customers will instead ask MariaDB why MaxScale is expecting to use so much more memory than the customer has allocated to the VM/node/etc, which creates a much more productive conversation with MariaDB.

h2. Starting Point
This request could be seen as all-encompassing which could make it difficult to implement properly. For example, calculating expected memory usage for various filters may be impossible or extremely difficult. Likewise for estimating memory usage based on a potentially infinite number of incoming connections.

Initial feature delivery could dodge complicated situations by scoping appropriately and communicating that scoping to users.

For connection-count-based estimations, a simple answer to start could be to let the customer enter that value so customers can see expected worst-case memory usage (excepting impact of filters) for various concurrent connection targets which customers could then use for planning purposes. Down the road, it may be feasible to harvest or prepopulate sensible values based on backend servers' {{max_connections}} or based on the configuration of {{max_routing_connections}} when that is enabled.",,,2,1,0,139030.75,2,100,1,1,1,1,0
MXS-4232,New Feature,MXS,2022-08-03 16:59:04,2023-05-22 10:55:00.000,hholzgra,Minor,FR: allow for a 2nd password param for seamless changes,"For a more seamless password changing procedure it would be nice to be able to temporarily set two passwords for a server, so that you could do:

* configure 2nd password on maxscale side
* change password on server side
* remove old password and make new one the standard one on maxscale side

This way maxscale config change would not need to be perfectly synced with the password change on the server side, maxscale could continue to try the old password first, and the new one on failure of the old one, or vice versa, or always try the one that succeeded on the previous attempt so that only one login failure due to wrong password would happen.

Especially when having multiple maxscale instances there might be a significant time window for the complete password change rollout, and this way we could guarantee that it would still work without any outages.",,,1,0,0,420115.93333333335,0,0,0,0,0,0,1
MXS-3919,New Feature,MXS,2021-12-16 16:05:39,2023-12-04 08:29:03.000,JIRAUSER50041,Major,Add `interactive_timeout` input in the Query Editor settings,"We set the timeout option to 300 seconds during the new DB connection, which is default. If the SQL editor session is idle(we are just keeping the DB connection without running the queries on the SQL GUI editor more than 300 seconds) then the backend connection is not closing after 300 seconds as expected. 

 As a user after creating the connections to the Databases on the SQL editor, if we don't use the connection as per the timeout value then the backend connection must close from the DB.
",,,10,2,0,1033463.4,1,5,1,0,0,0,0
MCOL-5735,Task,MCOL,2024-01-22 10:57:00,2024-03-19 12:44:00.000,tturenko,Major,Create test multi-node Columstore config,- create automatic setup to start multinode Columnstore config,,,1,0,0,82187.0,0,0,0,0,0,0,0
MCOL-5736,Sub-Task,MCOL,2024-02-15 09:28:31,2024-03-19 12:44:00.000,tturenko,Major,upgrade test for Columnstore cluster,https://mariadb.com/docs/server/service-management/upgrades/enterprise-columnstore/multi-node/from-6-23-02/,,,1,0,0,47715.48333333333,0,0,0,0,0,0,1
MXS-4849,New Feature,MXS,2023-11-03 09:15:45,2024-06-17 10:18:08.000,JIRAUSER40848,Trivial,Export the visualized configuration graph,Having the ability to export the visualized configuration graph would be useful.,,,2,0,0,326942.38333333336,0,0,0,0,0,0,1
MXS-5157,Sub-Task,MXS,2024-06-25 11:25:52,2024-07-01 11:15:00.000,JIRAUSER40848,Major,Split statements,Statements must be split in order to inject LIMIT.,,,1,0,0,8629.133333333333,2,42,1,1,1,1,3
MXS-5156,Sub-Task,MXS,2024-06-25 11:04:40,2024-07-01 11:15:00.000,JIRAUSER40848,Major,"Inject ""LIMIT"" and ""OFFSET"" to each statement","All SQL statements must be split and injected with `LIMIT` and `OFFSET`  clauses.
The value of the `LIMIT` will be the value of `sql_select_limit`.",,,1,0,0,8650.333333333334,1,10,1,1,0,0,2
MCOL-5738,Sub-Task,MCOL,2024-04-12 11:14:05,2024-07-31 13:32:00.000,tturenko,Major,run upgrade columnstore tests for all resonable combinations of old/new versions,"- run columnstore upgrade
- compare list of distros from Engineering policy and the real production repo contact ",,,2,0,0,158537.91666666666,0,0,0,0,0,0,3
MCOL-5737,Sub-Task,MCOL,2024-04-12 11:11:27,2024-07-31 13:32:00.000,tturenko,Major,check distro sets before Upgrade Columnstore test,Upgrade Columnstore test should be executed only if both old and new versions support given Linux distribution to avoid unnecessary red BuildBot and spending resources,,,1,0,0,158540.55,0,0,0,0,0,0,2
MCOL-5798,Task,MCOL,2024-09-05 18:50:21,2024-09-10 14:54:29.000,tturenko,Major,BuildBot task to prepare VM and run Columnstore performance tests,"- install Burza and all needed stuff https://github.com/mariadb-corporation/columnstore-tooling/tree/main/burza
- run tests",,,2,0,0,6964.133333333333,0,0,0,0,0,0,4
MCOL-5855,Task,MCOL,2024-12-10 13:44:04,2024-12-10 13:47:45.000,JIRAUSER48443,Critical,Perfomance comparasion for releases,"We need do make performance compare reports for
* 23.10.2 versus 23.10 HEAD (last release from 23.10 branch with current state)
* 23.02.10 versus 23.02 HEAD (last release from 23.02 branch with current state)
* 23.10.2 versus 23.02.10 (last releases from different branches)",,,1,0,0,3.683333333333333,1,7,1,0,0,0,0
MDBF-859,Task,MDBF,2024-12-11 18:49:00,2025-01-12 22:00:00.000,cvicentiu,Major,Create a .github README for github.com/MariaDB,"Following a discussion, with @Otto Kekäläinen and others from AWS, they suggested a .github repo to make the landing page for MariaDB on GitHub more appealing.

Here is an example:
https://github.com/langchain-ai/.github
And here is how it looks:
https://github.com/langchain-ai

We should set up something similar for MariaDB organization on Github.",,,1,0,0,46271.0,0,0,0,0,0,0,1
MDBF-557,Task,MDBF,2023-04-10 20:51:28,2025-01-23 10:49:33.000,JIRAUSER47383,Minor,"Faster timezone updates was: Remove DST support for ""America/Mexico_City"" timezone","Mexico aborted DST for Mexico City and most of Mexico. There won't be DST changes in 2023. 

CONVERT_TZ still has DST for ""America/Mexico_City"" timezone. 

{code:java}
MariaDB [mysql]> SELECT CONVERT_TZ('2023-01-01 00:00:00','UTC','America/Mexico_City');
+---------------------------------------------------------------+
| CONVERT_TZ('2023-01-01 00:00:00','UTC','America/Mexico_City') |
+---------------------------------------------------------------+
| 2022-12-31 18:00:00                                           |
+---------------------------------------------------------------+
1 row in set (0.012 sec)

MariaDB [mysql]> SELECT CONVERT_TZ('2023-05-01 00:00:00','UTC','America/Mexico_City');
+---------------------------------------------------------------+
| CONVERT_TZ('2023-05-01 00:00:00','UTC','America/Mexico_City') |
+---------------------------------------------------------------+
| 2023-04-30 19:00:00                                           |
+---------------------------------------------------------------+
1 row in set (0.000 sec)
{code}

Tested with latest time zone tables that were retrieved from here: https://mariadb.com/kb/en/time-zones/#mysql-time-zone-tables

Some related links: https://www.timeanddate.com/news/time/mexico-abolishes-dst-2022.html
https://www.timeanddate.com/news/time/mexico-time-zone-change-2022.html

",,,4,1,0,941158.0833333334,0,0,0,0,0,0,0
MDBF-135,New Feature,MDBF,2020-09-04 09:02:23,2025-01-23 10:56:03.000,danblack,Major,minio into containers for s3 test suite,"Per MDEV-23662 and MDEV-23650 we're soon going to be able to test s3 in buildbot.

I expect to be writing a few issues and getting some tests masked in addition to bugs like MDEV-23648.

This will need the server {{minio}} (https://dl.min.io/server/minio/release/linux-amd64/ and relative links), and the client {{mc}} https://dl.min.io/client/mc/release/linux-amd64/. These are golang built static executables.

These at least for me were painfully slow to download.

How to run the tests is listed:

https://jira.mariadb.org/browse/MDEV-23662?focusedCommentId=165200&page=com.atlassian.jira.plugin.system.issuetabpanels%3Acomment-tabpanel#comment-165200 contains how to create the service on port 9000 internally for test.",,,5,0,0,2306993.6666666665,0,0,0,0,0,0,2
MDBF-793,New Feature,MDBF,2024-09-09 10:16:47,2025-01-26 22:00:00.000,JIRAUSER55297,Major,"Retire MSAN clang-15 builder, upgrade to clang-19","No need for two MSAN clang based builders.
We already have clang-16 as a Protected builder.

Will remove the clang-15 based one and prepare a clang-19 image.
The Clang-19 image should be tested enough to be rendered STABLE and then promoted to protected.

Discussion on: 
Started here: https://mariadb.slack.com/archives/C012UURLW9W/p1725864121248509
https://mariadb.zulipchat.com/#narrow/stream/236699-Buildbot/topic/MSAN.20builder.20-.20bump.20to.20CLANG.2019",,,1,2,0,200863.21666666667,2,12,1,1,0,0,0
MDBF-876,Task,MDBF,2025-01-08 12:43:50,2025-01-26 22:00:00.000,JIRAUSER55297,Major,Remove BuildBot configuration code needed for systemd setup,"Previously when Production was running on systemd services, we couldn't use the .env files defined in the project tree because they were specifically designed for usage in docker-compose.

This led to hard coding variable defaults in the buildbot code, in the form of os.getenv(#env_variable_for_containers#, default=#default_for_systemd#)

In this task:
- > switch to a fail proof approach of loading variables using os.environ which will raise a key error exception if the environment variable is not defined
-> adapt the GitHub CI script validate_masters to load the environment variables for each environment << dev , prod >> 
-> remove ""systemd"" approach of loading PORTS for masters.

",,,1,0,0,26476.166666666668,0,0,0,0,0,0,1
